id,text,source_channel,channel_family,video_title,target_refined,stance_to_target,confidence,discourse_type,discourse_subtype,type_confidence
yt_Vekhmz5OPCc_Ugx0J_3TKqmVExXnmWJ4AaABAg,"Aloooo Filip .....trebuia să fii pe fază privind dat-ul cu Lia ...poate că-i scoți termenul de ""apărare"" de parc-ar fi in sala de judecată !!!!???",NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_xSxPpRcYQp0_UgyJFXo3bDeF0lwNKEx4AaABAg,"Nu ne mai pot minți, orice ar zice!!! Doar daca mai posezi o jumate de neuron in cap!!😂 sa crezi într-o ""animație "" ca plicusor!!😂😂😂😂 1:15 doamne ajuta si cu toții la vot !!!! Dublu daca se poate!!!❤",georgesimionoficial,sovereigntist,Nimic fără Dumnezeu ! #cg1 #gs1 #impreuna #democratie #prosperitate #unitate #georgesimion #România,alegeri,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Vekhmz5OPCc_UgwqJB1hDD2KKhG2hVZ4AaABAg,"Acest individ,nu stie decât sa execute ordinele venite de la stapanii lor! Vai de capul lui si al nostru!!",NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_xnuTV9erzWI_UgyPLnxrqq_I0gZGz4p4AaABAg,"Campania de kompromat inceputa acum ceva timp de tabloidul Libertatea impotriva Guvernului Bolojan, si-a atins apogeul ! Nu au reusit sa se ‘atinga’ de dl. Bolojan intrucat domnia sa si-a prezentat TOATE diplomele, asa ca trustul a trecut la urmatoarea… tinta !!! Oare cine este finantatorul acestei campanii..?! 🙄",NicusorDanRO,mainstream_actor,🟢 LIVE Participare la parada militară organizată la București cu prilejul Zilei Naționale a României,bolojan,pro,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_5cKS_j2kVIg_UgwS5-fagJm8meqpED54AaABAg,"AUR, AUR, AUR...cum garantati votul corect la urne??? Trump a cistigat prin vot masiv si supraveghere la urne. Va rog explicati care este planul de actiune si nevoile care sunt. From Oregon, USA.",georgesimionoficial,sovereigntist,Țara are nevoie de toți românii!,aur,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_jxIZUCUPnAw_UgySQbe5m7334yMRNV54AaABAg,"Aveti dreptate doar pana la un punct in abordarea problemei SUA. Pot sa inteleg pozitia dumneavoastra, dar ....manipularea tine doar la unii.",turcescu111,anti_system,"A fost rupere în audiență, pe asta n-au cum s-o anuleze!",sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_QUlbNQEw-So_UgzvitwHicAHUVUVPjB4AaABAg,"Iar m-am uitat la ăsta 5 secunde, și iar mi-am stricat seara. Majoritatea de aici pînă la acest moment sunt idolatri plătiți să facă propagandă de opinie unui refuzat de popor.",NicusorDanRO,mainstream_actor,🟢 LIVE Discursul susținut în cadrul recepției de la Palatul Cotroceni cu prilejul Zilei Naționale,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_QUlbNQEw-So_Ugxj-6q_pX4I3FEVMCl4AaABAg,Ai intrat și țu in târla de tradatori !!! Ai mărit TVA pe când ai promis că nu o faci tradatorule,NicusorDanRO,mainstream_actor,🟢 LIVE Discursul susținut în cadrul recepției de la Palatul Cotroceni cu prilejul Zilei Naționale,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_opXUERp44N4_UgyRMEikJl6sUpuMCMp4AaABAg,"De coiful dacic, de colectiv, de dosarul revolutie, de tunul mileniului anrp, de retrocedarea abuziva a parcului ior, de anularea alegerilor, de vanzarea resurselor prin ministerul muncii si nu prin parlament, de multe altele..",CălinGeorgescu-CanalulOficial,sovereigntist,Călin Georgescu - Despăducherea și Revoluția Integrității ( 18.11.2025 - Poliția Buftea ),georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_Vekhmz5OPCc_UgzQHhz4tDGfsE3UzM14AaABAg,Corect. 2:05 Si razboiul asta dus prin dezinformare trebuie dezactivat.,NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,pro,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_jvV4hfEOyQM_UgxY5RkI4FmpaCsyYud4AaABAg,"Votam dar cu durere in suflet ca ni se pare aberant si aiurea ca mergem iar si ca ne-au furat si voturile si presedintele, dar va vom vota negresit",georgesimionoficial,sovereigntist,Am filmat acest material acum o săptămână la Salonic. Mergeți la VOT!,alegeri,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Vekhmz5OPCc_UgyPpuHJrwbRE_rhg254AaABAg,Nu stau sa ascult acest personaj pt mine un nimk .a intrebat cineva despre acel individ care i a spus sa se pregateasca de prezidentiale 😮,NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_y2972A4bDYg_UgwSFS_HsN-qXJ7ZtLZ4AaABAg,"Robert te rog sa il vorbești cu Doru Paraschiv ca știe foarte multe ""dedesubturi """,turcescu111,anti_system,"TIC-TAC, TIC-TAC, pregătiți-vă: Călin Georgescu va face anunțul!",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_Vekhmz5OPCc_UgzK42LvnaYTP-HvvmR4AaABAg,"Avem o problemă ""pe zona de"" apărare națională, Macronel. Dronele sunt trimise de ucrainieni ca să ne bage în războiul ursulei. Să nu-ți treacă prin cap să ne chemi copiii la război!",NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_FAe_Sqr2vfU_UgybgVw7HSV56P8EElt4AaABAg,"Tabloidul ‘Libertatea’ a demarat de cateva zile o campanie pe fata anti-Bolojan, puteti cere o ancheta sa vedem cine o finanteaza si cu ce interese..?!? Si nu ar strica si niste demisii ale ‘jurnalistilor’ de aici care au incercat un kompromat legat de studiile dl. Bolojan - pe care dumnealui le-a dovedit cu DIPLOME (sic, ciordacu !)",NicusorDanRO,mainstream_actor,🟢 LIVE - 165 de ani de la înființarea Universității Al.I.Cuza și a Univ. de Arte George Enescu,bolojan,pro,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_YaHv9ygr7Yg_UgwVAVtY6Eaw3Q6IjnZ4AaABAg,Numai Dumnezeu stie cu adevarat care din toti preotii e demn de crucea mare ce o atarna de gat.,NicusorDanRO,mainstream_actor,🟢  Ceremonia de decorare a Sanctităţii Sale Bartolomeu I și a Patriarhiei Române,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_RyS5VvxNsbg_Ugw7AlrErK-CbwK6QZ94AaABAg,"Salutari din Australia, Domnule Presedinte. Am fost si vom merge din nou pe 18 la vot. Votam masiv ca sa nu reuseasca sa fure atâta de mult ca sa ne bata.🙏❤ Romania.",georgesimionoficial,sovereigntist,"Românii din diaspora au scris istorie: votul lor, o dovadă de demnitate și speranță",alegeri,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Vekhmz5OPCc_Ugymn4yYvxxQKJ2h1ZF4AaABAg,Daca ar fii asa usor cum crezi tu elector ... Ar schimba multe el da nu e ceea ce pare,NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_y2972A4bDYg_UgyfIYX0okj3AG-WZ594AaABAg,Eu as vrea sa îl întrebați ce crede despre faptul ca opoziția a fost întotdeauna o opoziție controlata. Deci întotdeauna opoziția una latră și alta face.,turcescu111,anti_system,"TIC-TAC, TIC-TAC, pregătiți-vă: Călin Georgescu va face anunțul!",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_agapp0LH1dI_UgzYZALgqHCn_HwP0Cx4AaABAg,Mama cãtă lume intelectuala e spălată pe creier și pun botul la bufonul ăsta 😂,NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute după participarea la reuniunea Consiliului European,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_irvDTasA4Ac_UgzetskcgV0wq8PzP8l4AaABAg,"“Unu, doi, trei. Baba la burdei, Curăță ardei, pentru Moș Andrei.” Sper că cel puțin un BV-an frățior înțelege mesajul. Nicușor. “La mulți ani! Pentru toți de ziua: Sîntului Nicolaie.” “Gădăniță mie dor de tine. Ce fel de educație a copiilor Era în tine.” (N-ți putut să mă păcăliți pe vremea acea, dar nici acum, cu mai multe experiențe și expertize. Scurt: etc.",NicusorDanRO,mainstream_actor,🟢 LIVE Prezentarea Strategiei de Apărare a Țării pentru 2025-2030 în plenul reunit al Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_jxIZUCUPnAw_UgxEV1uJa9QIJUPgYIF4AaABAg,"ROBERT! OARE TU CU TOATĂ INTELIGENTA TA!"" NU TI-AI DAT SEAMA CĂCI CEVA NU ESTE ÎN REGULĂ!? ADICĂ DE CÎND SI PÎNĂ CÎND!? AJUNGE C.GEORGESCU LA REALITATEA TV? OARE A.ALEX.!JOACĂ LA DOUĂ CAPETE!? INTREB SI EU!? P.S.! UNDE-I G.SIMION!? NU ERA ȚINUT ÎN BRAȚE DE A.ALEX.? ȘI ACUM CE SĂ MAI ÎNȚELEAGĂ ROMÂNII!.? FĂRĂ CUV........!? 😮😮😮😮😮😮😮😮😮",turcescu111,anti_system,"A fost rupere în audiență, pe asta n-au cum s-o anuleze!",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_y2972A4bDYg_UgzLKHR1pFMOZT0avV94AaABAg,Sfatuiti-l sa spyna tot adevarul la cat de implicat a fost cu sistemul cu ce generali a colaborat de cine a fost tradat sj daca pierderea lui Kenedi a foat cauza insuccesului?????? Adevaryl ! Asa v-a căstiga,turcescu111,anti_system,"TIC-TAC, TIC-TAC, pregătiți-vă: Călin Georgescu va face anunțul!",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_etdRvQYxw-o_UgyWeUnoCw6l0zwbw3V4AaABAg,"Totuși nu știm cine i în spatele tău 😂 La poponarii usr iști, știm dar la tine încă nu",georgesimionoficial,sovereigntist,Așa a fost astăzi la Tânjaua Hotenarilor în Maramureș!,simion,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_y2972A4bDYg_Ugz-OuvALLzYPWJt1m94AaABAg,"Robert. De ce s-ar deconspira, dacă are de gând , mai devreme decât ar fi necesar? Nu uita ce a făcut cu Ghiță!",turcescu111,anti_system,"TIC-TAC, TIC-TAC, pregătiți-vă: Călin Georgescu va face anunțul!",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_73ssQIApvyM_UgxBXIGLtl6ie8-pO6p4AaABAg,"Doamne Fereste ma si ma apara. Bai, du te, du te de unde te au scos aia din mUE.",NicusorDanRO,mainstream_actor,🟢 LIVE  Participare la Conferința privind Cooperarea în Domeniul Apărării dintre Germania și România,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_jxIZUCUPnAw_Ugwzh1OwH0iAS_vITHh4AaABAg,"Pai daca el a promis ucrainenilor, cum zici tu Robert, ?el executa ce i se ordona de cei care i.au pus",turcescu111,anti_system,"A fost rupere în audiență, pe asta n-au cum s-o anuleze!",other_state_institution,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_idoJioeeSSw_UgyjPdJNjoeIsgLwMaB4AaABAg,"Sa ne si rugam la Dumnezeu cu totii astăzi, drag popor roman , trebuie multa rugăciune ca sa distrugem lupta cu duhurile cele necurate , ca diavolii cei vicleni vor sa fac iar smecherii, furturi de voturi etc. Noi suntem un popor crestin si ducem lupte nevăzute, tocmai de aceea este nevoie de rugaciune. Dumnezeu sa fie cu noi cu toti , amin!",georgesimionoficial,sovereigntist,"Votez cu Călin Georgescu, pentru  locul 1 pentru România cu poporul și pentru popor!🇷🇴",alegeri,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_idoJioeeSSw_UgyVLRbPuPqfL7wmTqt4AaABAg,"Sa speram. In potlogi Dâmbovița, nu avem internet, in srctiile de votare in supermarcheturi, in case... etc Tv nu merge. Cym verifica daca nu au internet votantii? Sigur se fraudeaza votul",georgesimionoficial,sovereigntist,"Votez cu Călin Georgescu, pentru  locul 1 pentru România cu poporul și pentru popor!🇷🇴",alegeri,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Dfh1F1kTTmo_UgxOotJuZuYmREgl-fN4AaABAg,"Când ai curajul să desecretizezi baaa băiatule, ședința csat?",NicusorDanRO,mainstream_actor,🟢 LIVE Participare la Summitul pentru guvernanță digitală 2025,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_yEuctxNb4O0_UgzADiTfmiLN--29oCJ4AaABAg,"Vedeți domn președinte că printre cei prezenți sunt și câțiva ,,infiltrați"", de obicei ei sunt mai vocali 😊",NicusorDanRO,mainstream_actor,🟢 LIVE - Întâlnire la Palatul Cotroceni cu magistrați și alți actori din sistemul judiciar,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_HVX355umuMI_UgxpaAeg-g1E6_cOX4B4AaABAg,Va rog sa IESITI LA VOT !! Republica Moldova/ Maia Sandu au activat pe moldoveni . Se voteaza in Republica Moldova in masa ca au cetatenie romana si vor sa intoarca votul nostru . Maia Sandu este pro Iohanis( Nicusor Ban) . Votez C.G. /...👍,georgesimionoficial,sovereigntist,"Romania are un președinte, numele lui este CALIN GEORGESCU",nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_97qXZe3_J_k_UgxemGkdyPfAAX_GX1Z4AaABAg,"GĂNDIȚE-VĂ CĂ POATE ZELINSKI. LA SPONSORIZAT , FAPT PENTRU CARE A VENIT IN RO. SĂ-ȘI IA TAINUL (PETROLUL ) .",turcescu111,anti_system,Georgescu le-a dat la operație! ,georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_HVX355umuMI_Ugzc1ehHYsN1q4VnuCh4AaABAg,"Tu te-ai tâmpit, ăla a furat alegerile o recunoaștere și SUA, că tot îi pupi dosul lui Trump",georgesimionoficial,sovereigntist,"Romania are un președinte, numele lui este CALIN GEORGESCU",sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_HVX355umuMI_Ugz9Fx7UY1MVGkemZc14AaABAg,"Atentie la "" iuda"". Tradarea vine din interior.....INTODEAUNA.",georgesimionoficial,sovereigntist,"Romania are un președinte, numele lui este CALIN GEORGESCU",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_yEuctxNb4O0_UgyE-p9FbCj_EI03GbV4AaABAg,"Dar întrebati l pe Nicușor unde sunt cele 12 milioane de euro din Campanie și cine au fost donatorii lui !? Și întrebați l de ce s au anulat alegerile discreționar !? A ți uitat "" judecătorilor"" și ""procurorilor"" ..sau a ți venit doar să i da ți pe unii gît să scăpați voi ?!?",NicusorDanRO,mainstream_actor,🟢 LIVE - Întâlnire la Palatul Cotroceni cu magistrați și alți actori din sistemul judiciar,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_a2NSq8TduHw_UgwB8_s771sNNZIgf0Z4AaABAg,"*ȘTIINȚA,HMmmmm, NU VEDEȚI CĂ INTELIGENTA ARTIFICIALĂ A PRELUAT REȚELELE DE SOCIALIZARE APROAPE ÎN TOTALITATE....*",digi24hd56,mainstream,În fața ta cu Gabriel Liiceanu: Să vorbească despre imoralitate criminalul nr. 1 este halucinant,other_state_institution,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_dESUmtdVSzo_UgxyNbG-Na9lAyGS0Dp4AaABAg,"Asumarea ""baricadei anti-război"",este cea mai sănătoasă atitudine,pt.că din negurile istoriei omenirii,primul care dă cu piatra este blamat de comunitate,indiferent cine a fost el,iar liderii au fost MEREU aleși dintre cei ce au avut tăria de a nu fi atrași în tentația de a arunca piatra.Astfel că Trump a dovedit că nu este decât,un fake-lider,o marionetă sau un actor căruia i s-a terminat rolul și acum a luat-o pe arătură,de la 1 ianuarie 2026.",turcescu111,anti_system,"Războiul pustiește, dolarul crește, economia slăbește",sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_8XaNWSfaLxE_UgywA2m5bKvcO0k3qzN4AaABAg,"Putin,il stapaneste cumva pe Trump,cred ca are lagatura cu primul mandat al americanului!",g4media479,investigativ,Rușinea Americii,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
